"type","name","time_units","begin_time","frequency","count","units"
"signal","","s",0.0000,2000.3556,75600,"uV"

"time","value"
0.6184,-11.6453
0.6189,0.8677
0.6194,18.8742
0.6199,37.1858
0.6204,43.9001
0.6209,37.1858
0.6214,25.8936
0.6219,14.9066
0.6224,0.2573
0.6229,-17.1388
0.6234,-29.6517
0.6239,-36.0608
0.6244,-47.3530
0.6249,-69.3270
0.6254,-92.2166
0.6259,-102.5932
0.6264,-100.7620
0.6269,-94.6582
0.6274,-88.2491
0.6279,-82.1452
0.6284,-75.4309
0.6289,-64.7491
0.6294,-50.7102
0.6299,-45.5219
0.6304,-58.9504
0.6309,-76.3465
0.6314,-68.4114
0.6319,-29.3466
0.6324,8.8027
0.6329,17.3482
0.6334,3.9196
0.6339,-5.2362
0.6344,-1.8791
0.6349,5.4456
0.6354,17.3482
0.6359,36.8806
0.6364,53.6663
0.6369,52.4455
0.6374,36.5754
0.6379,24.9780
0.6384,23.7573
0.6389,23.4521
0.6394,21.6209
0.6399,28.9456
0.6404,48.7832
0.6409,63.4325
0.6414,55.4975
0.6419,27.7248
0.6424,-0.9635
0.6429,-16.2232
0.6434,-15.3076
0.6439,-4.0154
0.6444,7.8872
0.6449,14.6014
0.6454,16.7378
0.6459,18.8742
0.6464,23.1469
0.6469,27.7248
0.6474,31.3871
0.6479,33.8287
0.6484,35.0495
0.6489,35.0495
0.6494,33.8287
