"type","name","time_units","begin_time","frequency","count","units"
"signal","","s",0.0000,2000.3556,146960,"uV"

"time","value"
0.3809,314.5169
0.3814,316.9585
0.3819,318.7897
0.3824,323.0624
0.3829,327.0299
0.3834,329.1663
0.3839,332.8286
0.3844,338.9325
0.3849,343.8156
0.3854,344.7312
0.3859,344.1208
0.3864,343.2052
0.3869,341.3741
0.3874,339.2377
0.3879,338.6273
0.3884,338.3221
0.3889,334.0494
0.3894,326.1143
0.3899,318.4845
0.3904,311.1598
0.3909,301.6988
0.3914,291.6274
0.3919,283.9975
0.3924,276.6728
0.3929,265.3806
0.3934,250.4261
0.3939,235.7768
0.3944,220.2119
0.3949,202.5106
0.3954,186.6405
0.3959,174.4327
0.3964,158.8678
0.3969,138.7250
0.3974,121.3289
0.3979,105.7640
0.3984,81.9588
0.3989,67.3095
0.3994,117.6666
0.3999,271.1793
0.4004,491.5297
0.4009,707.3021
0.4014,890.7240
0.4019,1063.1588
0.4024,1234.0677
0.4029,1384.5285
0.4034,1513.3206
0.4039,1642.7230
0.4044,1773.6514
0.4049,1873.7552
0.4054,1934.1837
0.4059,1991.2550
0.4064,2069.9952
0.4069,2145.9886
0.4074,2185.6639
0.4079,2194.8197
0.4084,2202.4496
0.4089,2216.4885
0.4094,2224.1184
0.4099,2217.7093
0.4104,2198.4820
0.4109,2167.0470
0.4114,2124.9302
0.4119,2072.1315
0.4124,1994.3070
0.4129,1876.1967
0.4134,1736.7229
0.4139,1624.7165
0.4144,1558.1842
0.4149,1493.1777
0.4154,1372.6260
0.4159,1189.5093
0.4164,978.0096
0.4169,763.7631
0.4174,544.3283
0.4179,311.4650
0.4184,61.2056
0.4189,-209.1967
0.4194,-496.9950
0.4199,-788.4556
0.4204,-1075.3384
0.4209,-1366.1887
0.4214,-1672.9090
0.4219,-1989.3956
0.4224,-2299.4732
0.4229,-2596.1221
0.4234,-2880.2581
0.4239,-3153.7123
0.4244,-3421.3678
0.4249,-3686.8869
0.4254,-3938.0619
0.4259,-4149.5617
0.4264,-4318.9446
0.4269,-4478.2560
0.4274,-4655.5740
0.4279,-4834.1127
0.4284,-4973.2814
0.4289,-5062.4592
0.4294,-5125.0851
0.4299,-5174.9539
0.4304,-5196.9889
0.4309,-5180.7525
0.4314,-5140.1617
0.4319,-5101.8903
0.4324,-5065.9384
0.4329,-5012.5904
0.4334,-4931.4697
0.4339,-4831.6712
0.4344,-4725.1583
0.4349,-4613.1520
0.4354,-4491.0742
0.4359,-4365.3341
0.4364,-4244.7823
0.4369,-4126.0617
0.4374,-3998.1852
0.4379,-3862.0685
0.4384,-3730.5297
0.4389,-3604.4844
0.4394,-3462.5690
0.4399,-3294.4069
0.4404,-3122.5825
0.4409,-2976.3944
0.4414,-2849.7387
0.4419,-2711.1804
0.4424,-2552.4793
0.4429,-2403.8496
0.4434,-2290.3173
0.4439,-2195.4019
0.4444,-2080.6488
0.4449,-1933.5451
0.4454,-1780.6427
0.4459,-1659.1753
0.4464,-1572.1949
0.4469,-1482.4677
0.4474,-1351.8445
0.4479,-1186.7343
0.4484,-1031.0852
0.4489,-908.7022
0.4494,-790.8972
0.4499,-632.1961
0.4504,-425.8847
0.4509,-208.5863
0.4514,-14.7878
0.4519,149.4068
0.4524,293.1533
0.4529,423.7765
0.4534,551.6530
0.4539,685.3282
0.4544,822.0552
0.4549,951.7629
0.4554,1075.3666
0.4559,1205.6846
0.4564,1349.1260
0.4569,1492.8726
0.4574,1616.1711
0.4579,1708.3398
0.4584,1762.9696
0.4589,1774.8722
0.4594,1744.6579
0.4599,1687.2814
0.4604,1625.9373
0.4609,1576.4958
0.4614,1541.7037
0.4619,1517.5933
0.4624,1502.3336
0.4629,1498.3661
0.4634,1502.3336
0.4639,1501.7232
0.4644,1479.7492
0.4649,1439.1583
0.4654,1410.4701
0.4659,1427.2558
0.4664,1487.0739
0.4669,1545.9764
0.4674,1563.6777
0.4679,1544.7556
0.4684,1526.1387
0.4689,1528.8855
0.4694,1535.9050
0.4699,1525.8335
0.4704,1502.6388
0.4709,1486.7687
0.4714,1488.9050
0.4719,1513.9310
0.4724,1581.0737
0.4729,1716.8852
0.4734,1918.3136
0.4739,2142.6314
0.4744,2346.8065
0.4749,2523.8193
0.4754,2691.3710
0.4759,2856.4812
0.4764,3007.8576
0.4769,3138.4808
0.4774,3255.6755
0.4779,3365.5454
0.4784,3464.4284
0.4789,3547.1361
0.4794,3616.1100
0.4799,3675.0126
0.4804,3722.0125
0.4809,3756.4995
0.4814,3783.9670
0.4819,3808.0773
0.4824,3826.0838
0.4829,3833.7137
0.4834,3835.2396
0.4839,3834.9344
0.4844,3828.8306
0.4849,3811.1293
0.4854,3785.1877
0.4859,3759.5514
0.4864,3733.9151
0.4869,3699.1229
0.4874,3655.1749
0.4879,3609.0906
0.4884,3562.7010
0.4889,3507.4608
0.4894,3442.7596
0.4899,3379.8896
0.4904,3326.1754
0.4909,3271.5456
0.4914,3202.8768
0.4919,3120.1691
0.4924,3034.1043
0.4929,2951.3966
0.4934,2871.7409
0.4939,2791.7800
0.4944,2710.9034
0.4949,2628.1958
0.4954,2544.5725
0.4959,2459.7284
0.4964,2372.1376
0.4969,2280.5793
0.4974,2187.1898
0.4979,2096.5471
0.4984,2008.9563
0.4989,1921.6707
0.4994,1833.1643
0.4999,1744.9631
0.5004,1657.0671
0.5009,1568.5608
0.5014,1481.8856
0.5019,1398.2623
0.5024,1314.0286
0.5029,1224.6067
0.5034,1132.7432
0.5039,1044.2368
0.5044,959.0875
0.5049,874.5487
0.5054,791.2306
0.5059,710.3541
0.5064,629.4776
0.5069,547.0751
0.5074,467.4193
0.5079,394.4779
0.5084,322.7572
0.5089,244.3222
0.5094,161.6145
0.5099,84.0952
0.5104,13.2901
0.5109,-56.2943
0.5114,-127.7098
0.5119,-199.1252
0.5124,-268.7096
0.5129,-338.2939
0.5134,-406.9626
0.5139,-472.2742
0.5144,-535.4495
0.5149,-598.6247
0.5154,-659.9688
0.5159,-717.3453
0.5164,-773.8063
0.5169,-833.9296
0.5174,-893.7477
0.5179,-947.4619
0.5184,-995.6826
0.5189,-1043.2930
0.5194,-1091.8189
0.5199,-1137.9032
0.5204,-1182.4616
0.5209,-1228.8512
0.5214,-1277.3771
0.5219,-1322.2407
0.5224,-1363.1367
0.5229,-1403.7276
0.5234,-1444.9288
0.5239,-1482.7729
0.5244,-1516.3443
0.5249,-1551.1365
0.5254,-1590.5065
0.5259,-1629.8766
0.5264,-1664.0584
0.5269,-1695.1882
0.5274,-1727.2336
0.5279,-1757.4479
0.5284,-1783.0842
0.5289,-1807.1946
0.5294,-1834.9673
0.5299,-1862.7400
0.5304,-1882.8828
0.5309,-1897.8373
0.5314,-1916.7594
0.5319,-1939.3438
0.5324,-1954.2983
0.5329,-1961.0126
0.5334,-1975.9671
0.5339,-2010.1489
0.5344,-2051.3501
0.5349,-2076.9864
0.5354,-2083.0903
0.5359,-2082.4799
0.5364,-2084.3111
0.5369,-2086.4475
0.5374,-2085.5319
0.5379,-2083.0903
0.5384,-2081.2592
0.5389,-2078.5124
0.5394,-2073.3241
0.5399,-2067.2202
0.5404,-2062.6423
0.5409,-2060.5059
0.5414,-2060.5059
0.5419,-2062.0319
0.5424,-2064.1683
0.5429,-2065.3890
0.5434,-2063.8631
0.5439,-2057.1488
0.5444,-2045.5514
0.5449,-2034.8696
0.5454,-2026.6294
0.5459,-2018.3891
0.5464,-2008.3177
0.5469,-1998.2463
0.5474,-1987.5645
0.5479,-1972.6099
0.5484,-1957.3502
0.5489,-1945.4476
0.5494,-1915.2334
0.5499,-1814.8244
0.5504,-1616.1429
0.5509,-1361.3055
0.5514,-1133.6305
0.5519,-979.2021
0.5524,-879.7088
0.5529,-796.3907
0.5534,-717.9557
0.5539,-654.4753
0.5544,-609.9169
0.5549,-575.4299
0.5554,-543.6897
0.5559,-517.4430
0.5564,-504.9300
0.5569,-506.1508
0.5574,-500.6573
0.5579,-465.5600
0.5584,-411.8457
0.5589,-379.8003
0.5594,-388.0406
0.5599,-401.1639
0.5604,-377.9692
0.5609,-335.5471
0.5614,-326.6965
0.5619,-373.0861
0.5624,-455.4885
0.5629,-570.5468
0.5634,-739.3193
0.5639,-955.3970
0.5644,-1169.9487
0.5649,-1350.0134
0.5654,-1510.2404
0.5659,-1671.3831
0.5664,-1815.7400
0.5669,-1920.4217
0.5674,-1998.2463
0.5679,-2081.2592
0.5684,-2172.8175
0.5689,-2253.0836
0.5694,-2314.1225
0.5699,-2366.9211
0.5704,-2416.0574
0.5709,-2456.9535
0.5714,-2488.6937
0.5719,-2514.9404
0.5724,-2532.9469
0.5729,-2537.2196
0.5734,-2530.5053
0.5739,-2520.1287
0.5744,-2506.7002
0.5749,-2485.9469
0.5754,-2457.5639
0.5759,-2425.5184
0.5764,-2391.3367
0.5769,-2352.5770
0.5774,-2307.1030
0.5779,-2255.2200
0.5784,-2198.4538
0.5789,-2138.3305
0.5794,-2071.7981
0.5799,-1997.3307
0.5804,-1922.5581
0.5809,-1857.2465
0.5814,-1797.1232
0.5819,-1725.4025
0.5824,-1641.4740
0.5829,-1565.1754
0.5834,-1501.6950
0.5839,-1421.1237
0.5844,-1309.7277
0.5849,-1223.9681
0.5854,-1253.8771
0.5859,-1423.5652
0.5864,-1652.7662
0.5869,-1825.2010
0.5874,-1872.2010
0.5879,-1792.5452
0.5884,-1624.6883
0.5889,-1414.1042
0.5894,-1197.1110
0.5899,-989.8840
0.5904,-796.3907
0.5909,-615.7156
0.5914,-445.7223
0.5919,-280.0018
0.5924,-117.0279
0.5929,32.8225
0.5934,159.1730
0.5939,267.2118
0.5944,372.1987
0.5949,483.5946
0.5954,602.9257
0.5959,729.5813
0.5964,859.2890
0.5969,981.3667
0.5974,1086.3536
0.5979,1178.2171
0.5984,1264.8923
0.5989,1350.9572
0.5994,1438.8531
0.5999,1530.7167
0.6004,1621.6646
0.6009,1699.7944
0.6014,1762.9696
0.6019,1822.7877
0.6024,1885.3526
0.6029,1945.4759
0.6034,1999.8005
0.6039,2055.9562
0.6044,2114.8588
0.6049,2165.8262
0.6054,2203.9755
0.6059,2238.7677
0.6064,2277.5274
0.6069,2312.9299
0.6074,2339.4818
0.6079,2366.9493
0.6084,2402.3519
0.6089,2437.7544
0.6094,2465.5271
0.6099,2489.6375
0.6104,2515.2738
0.6109,2537.5530
0.6114,2554.6439
0.6119,2575.0919
0.6124,2602.2542
0.6129,2624.5334
0.6134,2636.1308
0.6139,2644.6762
0.6144,2651.6957
0.6149,2645.8970
0.6154,2627.5854
0.6159,2618.4295
0.6164,2627.8906
0.6169,2636.4360
0.6174,2626.3646
0.6179,2610.7997
0.6184,2606.8321
0.6189,2606.2218
0.6194,2591.2672
0.6199,2567.1569
0.6204,2550.9816
0.6209,2537.8582
0.6214,2510.3907
0.6219,2469.4947
0.6224,2432.8713
0.6229,2406.9298
0.6234,2382.8194
0.6239,2355.6571
0.6244,2328.1896
0.6249,2297.3650
0.6254,2255.2482
0.6259,2205.8067
0.6264,2162.1639
0.6269,2129.2029
0.6274,2099.9042
0.6279,2069.6900
0.6284,2039.1705
0.6289,2006.5147
0.6294,1966.8395
0.6299,1921.6707
0.6304,1878.3331
0.6309,1838.9630
0.6314,1800.5085
0.6319,1761.4436
0.6324,1722.6839
0.6329,1683.6191
0.6334,1643.0282
0.6339,1601.5218
0.6344,1559.4049
0.6349,1517.5933
0.6354,1479.7492
0.6359,1451.0609
